tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender,Month,Day
350,2018-09-12 06:57:06.392,2018-09-12 07:02:56.531,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,3639,Harborside,40.71925170000001,-74.034234,26172,Subscriber,1976,2,9,12
583,2018-01-18 05:49:12.230,2018-01-18 05:58:55.665,3192,Liberty Light Rail,40.711242299999995,-74.0557013,3184,Paulus Hook,40.7141454,-74.0335519,31799,Subscriber,1960,1,1,18
303,2018-01-14 16:09:12.474,2018-01-14 16:14:16.188,3186,Grove St PATH,40.71958611647166,-74.0431174635887,3278,Monmouth and 6th,40.72568548362901,-74.0487903356552,31727,Subscriber,1981,2,1,14
63264,2018-04-04 04:14:15.474,2018-04-04 21:48:39.595,3196,Riverview Park,40.7443187,-74.04399090000001,3212,Christ Hospital,40.734785818,-74.050443636,31739,Customer,1969,0,4,4
2053,2018-11-07 18:09:22.390,2018-11-07 18:43:35.546,3273,Manila & 1st,40.72165072487999,-74.04288411140442,3185,City Hall,40.717732500000004,-74.04384499999999,29500,Subscriber,1988,1,11,7
471,2018-11-02 09:38:20.976,2018-11-02 09:46:12.383,3192,Liberty Light Rail,40.711242299999995,-74.0557013,3211,Newark Ave,40.72152515,-74.046304543,26189,Subscriber,1972,1,11,2
433,2018-08-16 22:01:14.286,2018-08-16 22:08:28.198,3185,City Hall,40.717732500000004,-74.04384499999999,3267,Morris Canal,40.7124188237569,-74.03852552175522,29494,Subscriber,1988,1,8,16
161,2018-02-27 08:52:25.651,2018-02-27 08:55:07.318,3214,Essex Light Rail,40.712774200000005,-74.03648570000001,3183,Exchange Place,40.7162469,-74.0334588,29446,Subscriber,1955,1,2,27
803,2018-07-24 07:58:59.474,2018-07-24 08:12:23.032,3207,Oakland Ave,40.7376037,-74.05247829999999,3183,Exchange Place,40.7162469,-74.0334588,26189,Subscriber,1989,1,7,24
618,2018-06-25 07:46:46.324,2018-06-25 07:57:04.972,3198,Heights Elevator,40.748715945380226,-74.04044330120088,3210,Pershing Field,40.742677141,-74.051788633,33564,Subscriber,1990,1,6,25
177,2018-08-07 18:06:04.432,2018-08-07 18:09:01.708,3185,City Hall,40.717732500000004,-74.04384499999999,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,26185,Subscriber,1986,1,8,7
226,2018-05-14 09:02:03.530,2018-05-14 09:05:50.219,3640,Journal Square,40.733670000000004,-74.0625,3201,Dey St,40.737711,-74.066921,33575,Subscriber,1973,1,5,14
549,2018-09-27 15:32:15.431,2018-09-27 15:41:25.329,3640,Journal Square,40.733670000000004,-74.0625,3210,Pershing Field,40.742677141,-74.051788633,29443,Subscriber,1996,1,9,27
386,2018-08-28 22:02:10.876,2018-08-28 22:08:37.605,3275,Columbus Drive,40.71835519823214,-74.03891444206238,3214,Essex Light Rail,40.712774200000005,-74.03648570000001,29595,Subscriber,1995,2,8,28
203,2018-04-05 07:53:54.383,2018-04-05 07:57:17.415,3267,Morris Canal,40.7124188237569,-74.03852552175522,3183,Exchange Place,40.7162469,-74.0334588,26182,Subscriber,1968,1,4,5
85,2018-10-24 19:59:56.287,2018-10-24 20:01:21.535,3183,Exchange Place,40.7162469,-74.0334588,3184,Paulus Hook,40.7141454,-74.0335519,29301,Subscriber,1987,1,10,24
420,2018-10-27 07:38:44.472,2018-10-27 07:45:44.890,3280,Astor Place,40.71928220070703,-74.07126188278198,3195,Sip Ave,40.730742625306576,-74.06378388404845,29589,Subscriber,1983,1,10,27
356,2018-12-19 10:00:10.655,2018-12-19 10:06:07.187,3268,Lafayette Park,40.71346382669195,-74.06285852193831,3185,City Hall,40.717732500000004,-74.04384499999999,26183,Customer,1991,1,12,19
308,2018-07-19 13:22:54.038,2018-07-19 13:28:02.528,3211,Newark Ave,40.72152515,-74.046304543,3183,Exchange Place,40.7162469,-74.0334588,29260,Subscriber,1971,1,7,19
424,2018-10-29 06:05:59.605,2018-10-29 06:13:04.446,3677,Glenwood Ave,40.72755146730012,-74.07106071710588,3195,Sip Ave,40.730742625306576,-74.06378388404845,33675,Subscriber,1974,1,10,29
326,2018-11-06 19:36:42.377,2018-11-06 19:42:08.639,3186,Grove St PATH,40.71958611647166,-74.0431174635887,3209,Brunswick St,40.7241765,-74.05065640000001,29126,Subscriber,1980,2,11,6
344,2018-02-16 10:55:25.871,2018-02-16 11:01:10.545,3269,Brunswick & 6th,40.726011729646245,-74.0503889322281,3186,Grove St PATH,40.71958611647166,-74.0431174635887,31743,Subscriber,1975,2,2,16
300,2018-11-29 08:28:03.179,2018-11-29 08:33:03.499,3213,Van Vorst Park,40.71848892,-74.047726625,3184,Paulus Hook,40.7141454,-74.0335519,26223,Subscriber,1995,1,11,29
368,2018-04-30 21:57:29.035,2018-04-30 22:03:37.852,3638,Washington St,40.7242941,-74.0354826,3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,29671,Subscriber,1987,1,4,30
226,2018-04-27 17:58:19.946,2018-04-27 18:02:06.820,3186,Grove St PATH,40.71958611647166,-74.0431174635887,3209,Brunswick St,40.7241765,-74.05065640000001,29445,Subscriber,1981,1,4,27
383,2018-09-11 07:32:53.764,2018-09-11 07:39:17.627,3273,Manila & 1st,40.72165072487999,-74.04288411140442,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,29587,Subscriber,1985,1,9,11
144,2018-10-10 20:18:54.252,2018-10-10 20:21:18.901,3211,Newark Ave,40.72152515,-74.046304543,3209,Brunswick St,40.7241765,-74.05065640000001,26211,Subscriber,1991,2,10,10
532,2018-11-30 16:29:52.548,2018-11-30 16:38:45.281,3186,Grove St PATH,40.71958611647166,-74.0431174635887,3186,Grove St PATH,40.71958611647166,-74.0431174635887,29653,Subscriber,1986,1,11,30
186,2018-08-30 15:24:54.229,2018-08-30 15:28:00.806,3186,Grove St PATH,40.71958611647166,-74.0431174635887,3213,Van Vorst Park,40.71848892,-74.047726625,26267,Subscriber,1981,2,8,30
826,2018-05-15 07:24:04.046,2018-05-15 07:37:50.905,3192,Liberty Light Rail,40.711242299999995,-74.0557013,3183,Exchange Place,40.7162469,-74.0334588,26261,Subscriber,1993,2,5,15
220,2018-12-12 08:19:41.705,2018-12-12 08:23:22.658,3214,Essex Light Rail,40.712774200000005,-74.03648570000001,3183,Exchange Place,40.7162469,-74.0334588,26281,Subscriber,1980,1,12,12
364,2018-09-13 05:54:13.135,2018-09-13 06:00:17.713,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3195,Sip Ave,40.730742625306576,-74.06378388404845,33593,Subscriber,1962,1,9,13
828,2018-02-24 21:01:18.098,2018-02-24 21:15:06.237,3184,Paulus Hook,40.7141454,-74.0335519,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,29676,Subscriber,1969,2,2,24
288,2018-05-31 21:23:28.355,2018-05-31 21:28:17.219,3184,Paulus Hook,40.7141454,-74.0335519,3187,Warren St,40.721123600000006,-74.03805095,33659,Subscriber,1984,1,5,31
167,2018-06-30 21:08:57.856,2018-06-30 21:11:45.081,3211,Newark Ave,40.72152515,-74.046304543,3203,Hamilton Park,40.727595965999996,-74.044247311,29217,Subscriber,1985,1,6,30
644,2018-07-29 10:05:58.361,2018-07-29 10:16:42.928,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3183,Exchange Place,40.7162469,-74.0334588,33606,Subscriber,1992,2,7,29
464,2018-03-28 13:53:20.583,2018-03-28 14:01:05.328,3212,Christ Hospital,40.734785818,-74.050443636,3640,Journal Square,40.733670000000004,-74.0625,26307,Subscriber,1986,2,3,28
155,2018-10-29 17:50:46.996,2018-10-29 17:53:22.895,3183,Exchange Place,40.7162469,-74.0334588,3184,Paulus Hook,40.7141454,-74.0335519,29232,Subscriber,1969,0,10,29
585,2018-09-25 21:38:01.067,2018-09-25 21:47:46.499,3210,Pershing Field,40.742677141,-74.051788633,3211,Newark Ave,40.72152515,-74.046304543,33566,Subscriber,1978,1,9,25
177,2018-08-27 10:03:21.884,2018-08-27 10:06:19.536,3187,Warren St,40.721123600000006,-74.03805095,3183,Exchange Place,40.7162469,-74.0334588,29664,Subscriber,1987,1,8,27
514,2018-09-19 20:27:22.719,2018-09-19 20:35:57.660,3206,Hilltop,40.7311689,-74.0575736,3679,Bergen Ave,40.72210378668603,-74.07145500183104,29510,Subscriber,1985,2,9,19
664,2018-06-20 17:21:21.780,2018-06-20 17:32:26.372,3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,3203,Hamilton Park,40.727595965999996,-74.044247311,29474,Subscriber,1985,1,6,20
221,2018-06-19 14:17:05.393,2018-06-19 14:20:47.166,3638,Washington St,40.7242941,-74.0354826,3639,Harborside,40.71925170000001,-74.034234,29236,Subscriber,1975,1,6,19
254,2018-01-04 08:07:00.860,2018-01-04 08:11:15.012,3272,Jersey & 3rd,40.723331586464354,-74.04595255851744,3186,Grove St PATH,40.71958611647166,-74.0431174635887,31769,Subscriber,1992,1,1,4
125,2018-05-08 08:48:55.374,2018-05-08 08:51:00.777,3213,Van Vorst Park,40.71848892,-74.047726625,3185,City Hall,40.717732500000004,-74.04384499999999,29590,Subscriber,1986,1,5,8
290,2018-08-09 09:36:21.369,2018-08-09 09:41:12.315,3195,Sip Ave,40.730742625306576,-74.06378388404845,3194,McGinley Square,40.7253399253558,-74.06762212514876,29660,Subscriber,1988,1,8,9
878,2018-06-29 22:25:40.069,2018-06-29 22:40:18.596,3202,Newport PATH,40.7272235,-74.03375890000001,3203,Hamilton Park,40.727595965999996,-74.044247311,26277,Subscriber,1993,2,6,29
96,2018-07-26 16:11:20.783,2018-07-26 16:12:57.224,3202,Newport PATH,40.7272235,-74.03375890000001,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,29545,Subscriber,1984,1,7,26
351,2018-05-17 22:53:51.630,2018-05-17 22:59:43.489,3638,Washington St,40.7242941,-74.0354826,3681,Grand St,40.71517767732029,-74.03768330812454,26217,Subscriber,1969,0,5,17
203,2018-07-16 20:43:10.806,2018-07-16 20:46:33.996,3640,Journal Square,40.733670000000004,-74.0625,3201,Dey St,40.737711,-74.066921,27952,Subscriber,1989,1,7,16
609,2018-11-02 07:23:13.467,2018-11-02 07:33:22.783,3192,Liberty Light Rail,40.711242299999995,-74.0557013,3639,Harborside,40.71925170000001,-74.034234,29448,Subscriber,1981,1,11,2
578,2018-07-05 14:58:13.240,2018-07-05 15:07:51.909,3186,Grove St PATH,40.71958611647166,-74.0431174635887,3267,Morris Canal,40.7124188237569,-74.03852552175522,33620,Customer,1969,0,7,5
112,2018-05-03 13:11:11.357,2018-05-03 13:13:03.591,3187,Warren St,40.721123600000006,-74.03805095,3275,Columbus Drive,40.71835519823214,-74.03891444206238,33566,Subscriber,1985,2,5,3
295,2018-08-20 11:41:05.149,2018-08-20 11:46:00.720,3203,Hamilton Park,40.727595965999996,-74.044247311,3186,Grove St PATH,40.71958611647166,-74.0431174635887,26182,Subscriber,1968,1,8,20
176,2018-12-14 11:14:12.476,2018-12-14 11:17:08.539,3213,Van Vorst Park,40.71848892,-74.047726625,3186,Grove St PATH,40.71958611647166,-74.0431174635887,26296,Subscriber,1962,2,12,14
528,2018-07-09 12:46:26.644,2018-07-09 12:55:15.093,3269,Brunswick & 6th,40.726011729646245,-74.0503889322281,3275,Columbus Drive,40.71835519823214,-74.03891444206238,33581,Subscriber,1975,2,7,9
1561,2018-07-23 17:17:03.900,2018-07-23 17:43:05.778,3183,Exchange Place,40.7162469,-74.0334588,3281,Leonard Gordon Park,40.74590996631558,-74.05727148056029,29640,Subscriber,1976,1,7,23
546,2018-07-14 17:51:23.794,2018-07-14 18:00:30.311,3194,McGinley Square,40.7253399253558,-74.06762212514876,3186,Grove St PATH,40.71958611647166,-74.0431174635887,26232,Subscriber,1977,2,7,14
307,2018-10-23 18:31:38.362,2018-10-23 18:36:46.270,3638,Washington St,40.7242941,-74.0354826,3639,Harborside,40.71925170000001,-74.034234,26219,Subscriber,1989,1,10,23
141,2018-04-29 16:23:17.536,2018-04-29 16:25:38.813,3272,Jersey & 3rd,40.723331586464354,-74.04595255851744,3278,Monmouth and 6th,40.72568548362901,-74.0487903356552,29625,Subscriber,1982,1,4,29
731,2018-11-22 17:41:46.222,2018-11-22 17:53:58.080,3195,Sip Ave,40.730742625306576,-74.06378388404845,3679,Bergen Ave,40.72210378668603,-74.07145500183104,29544,Subscriber,1969,0,11,22
346,2018-08-29 20:52:12.456,2018-08-29 20:57:59.250,3275,Columbus Drive,40.71835519823214,-74.03891444206238,3214,Essex Light Rail,40.712774200000005,-74.03648570000001,26307,Subscriber,1990,1,8,29
224,2018-08-21 20:41:41.945,2018-08-21 20:45:26.781,3638,Washington St,40.7242941,-74.0354826,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,29546,Subscriber,1981,1,8,21
403,2018-10-30 06:48:27.413,2018-10-30 06:55:11.140,3280,Astor Place,40.71928220070703,-74.07126188278198,3694,Jackson Square,40.71113,-74.0789,29639,Subscriber,1956,1,10,30
146,2018-06-01 08:27:39.492,2018-06-01 08:30:06.405,3638,Washington St,40.7242941,-74.0354826,3202,Newport PATH,40.7272235,-74.03375890000001,29251,Subscriber,1993,2,6,1
187,2018-03-05 21:34:58.256,2018-03-05 21:38:05.424,3186,Grove St PATH,40.71958611647166,-74.0431174635887,3187,Warren St,40.721123600000006,-74.03805095,29612,Subscriber,1972,1,3,5
355,2018-09-30 18:15:08.795,2018-09-30 18:21:04.734,3186,Grove St PATH,40.71958611647166,-74.0431174635887,3213,Van Vorst Park,40.71848892,-74.047726625,29236,Subscriber,1987,1,9,30
281,2018-09-28 13:34:05.456,2018-09-28 13:38:47.313,3184,Paulus Hook,40.7141454,-74.0335519,3185,City Hall,40.717732500000004,-74.04384499999999,26961,Subscriber,1984,1,9,28
351,2018-03-03 15:14:55.065,2018-03-03 15:20:46.486,3187,Warren St,40.721123600000006,-74.03805095,3267,Morris Canal,40.7124188237569,-74.03852552175522,31811,Subscriber,1957,1,3,3
249,2018-01-17 20:19:17.919,2018-01-17 20:23:27.334,3183,Exchange Place,40.7162469,-74.0334588,3275,Columbus Drive,40.71835519823214,-74.03891444206238,31742,Subscriber,1982,1,1,17
534,2018-10-09 19:05:36.792,2018-10-09 19:14:30.984,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3185,City Hall,40.717732500000004,-74.04384499999999,29491,Subscriber,1992,2,10,9
325,2018-12-19 08:04:55.982,2018-12-19 08:10:21.673,3214,Essex Light Rail,40.712774200000005,-74.03648570000001,3183,Exchange Place,40.7162469,-74.0334588,29529,Subscriber,1970,1,12,19
124,2018-12-15 09:09:42.575,2018-12-15 09:11:47.500,3203,Hamilton Park,40.727595965999996,-74.044247311,3272,Jersey & 3rd,40.723331586464354,-74.04595255851744,29294,Subscriber,1990,1,12,15
1072,2018-01-03 15:07:28.602,2018-01-03 15:25:21.377,3195,Sip Ave,40.730742625306576,-74.06378388404845,3267,Morris Canal,40.7124188237569,-74.03852552175522,31868,Subscriber,1962,1,1,3
291,2018-11-10 11:39:46.473,2018-11-10 11:44:38.214,3267,Morris Canal,40.7124188237569,-74.03852552175522,3183,Exchange Place,40.7162469,-74.0334588,29462,Subscriber,1994,1,11,10
498,2018-08-07 15:56:57.169,2018-08-07 16:05:15.572,3195,Sip Ave,40.730742625306576,-74.06378388404845,3679,Bergen Ave,40.72210378668603,-74.07145500183104,26306,Subscriber,1987,2,8,7
349,2018-01-18 19:35:41.615,2018-01-18 19:41:30.771,3638,Washington St,40.7242941,-74.0354826,3211,Newark Ave,40.72152515,-74.046304543,31765,Subscriber,1981,1,1,18
237,2018-08-02 14:45:05.513,2018-08-02 14:49:02.802,3481,York St,40.71649,-74.04105,3186,Grove St PATH,40.71958611647166,-74.0431174635887,26316,Subscriber,1962,1,8,2
157,2018-08-03 22:21:22.776,2018-08-03 22:24:00.058,3275,Columbus Drive,40.71835519823214,-74.03891444206238,3275,Columbus Drive,40.71835519823214,-74.03891444206238,29534,Subscriber,1989,2,8,3
96,2018-12-31 12:39:45.853,2018-12-31 12:41:22.644,3267,Morris Canal,40.7124188237569,-74.03852552175522,3681,Grand St,40.71517767732029,-74.03768330812454,29484,Subscriber,1981,0,12,31
564,2018-06-01 00:36:36.972,2018-06-01 00:46:01.478,3185,City Hall,40.717732500000004,-74.04384499999999,3193,Lincoln Park,40.7246050998869,-74.07840594649316,26241,Subscriber,1985,1,6,1
974,2018-12-09 19:01:17.847,2018-12-09 19:17:32.814,3210,Pershing Field,40.742677141,-74.051788633,3211,Newark Ave,40.72152515,-74.046304543,26251,Subscriber,1990,1,12,9
354,2018-09-10 19:58:40.450,2018-09-10 20:04:35.078,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.7124188237569,-74.03852552175522,29584,Subscriber,1977,1,9,10
413,2018-05-16 23:18:43.867,2018-05-16 23:25:37.140,3185,City Hall,40.717732500000004,-74.04384499999999,3268,Lafayette Park,40.71346382669195,-74.06285852193831,26242,Subscriber,1992,1,5,16
373,2018-05-28 22:02:05.990,2018-05-28 22:08:19.746,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.7124188237569,-74.03852552175522,33630,Subscriber,1992,1,5,28
249,2018-04-16 16:18:56.566,2018-04-16 16:23:05.935,3214,Essex Light Rail,40.712774200000005,-74.03648570000001,3185,City Hall,40.717732500000004,-74.04384499999999,29445,Subscriber,1981,2,4,16
139,2018-05-12 08:16:13.480,2018-05-12 08:18:32.989,3213,Van Vorst Park,40.71848892,-74.047726625,3186,Grove St PATH,40.71958611647166,-74.0431174635887,29583,Subscriber,1981,2,5,12
341,2018-10-13 00:15:52.975,2018-10-13 00:21:34.294,3195,Sip Ave,40.730742625306576,-74.06378388404845,3679,Bergen Ave,40.72210378668603,-74.07145500183104,33612,Subscriber,1986,1,10,13
656,2018-09-15 14:42:51.525,2018-09-15 14:53:48.109,3220,5 Corners Library,40.73496102000952,-74.05950307846071,3211,Newark Ave,40.72152515,-74.046304543,29505,Subscriber,1991,1,9,15
385,2018-03-09 18:54:54.417,2018-03-09 19:01:19.523,3202,Newport PATH,40.7272235,-74.03375890000001,3203,Hamilton Park,40.727595965999996,-74.044247311,26223,Subscriber,1985,1,3,9
166,2018-03-29 18:37:54.003,2018-03-29 18:40:40.297,3213,Van Vorst Park,40.71848892,-74.047726625,3211,Newark Ave,40.72152515,-74.046304543,31832,Subscriber,1967,2,3,29
481,2018-12-08 11:34:30.129,2018-12-08 11:42:31.423,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,3211,Newark Ave,40.72152515,-74.046304543,29443,Subscriber,1986,1,12,8
699,2018-09-28 10:16:06.105,2018-09-28 10:27:45.180,3191,Union St,40.71821129999999,-74.08363940000001,3195,Sip Ave,40.730742625306576,-74.06378388404845,29219,Subscriber,1988,1,9,28
766,2018-09-27 08:27:39.259,2018-09-27 08:40:26.253,3272,Jersey & 3rd,40.723331586464354,-74.04595255851744,3638,Washington St,40.7242941,-74.0354826,29239,Subscriber,1982,1,9,27
168,2018-09-21 08:14:10.220,2018-09-21 08:16:58.896,3481,York St,40.71649,-74.04105,3183,Exchange Place,40.7162469,-74.0334588,33660,Subscriber,1984,2,9,21
163,2018-09-24 18:01:19.772,2018-09-24 18:04:03.624,3211,Newark Ave,40.72152515,-74.046304543,3278,Monmouth and 6th,40.72568548362901,-74.0487903356552,26259,Subscriber,1983,2,9,24
443,2018-06-21 08:52:51.395,2018-06-21 09:00:15.020,3639,Harborside,40.71925170000001,-74.034234,3202,Newport PATH,40.7272235,-74.03375890000001,33602,Subscriber,1971,1,6,21
330,2018-10-07 15:39:47.522,2018-10-07 15:45:18.411,3277,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016,3483,Montgomery St,40.71942,-74.05099,29287,Subscriber,1991,1,10,7
994,2018-05-21 00:16:34.681,2018-05-21 00:33:09.643,3183,Exchange Place,40.7162469,-74.0334588,3198,Heights Elevator,40.748715945380226,-74.04044330120088,33607,Subscriber,1978,1,5,21
131,2018-05-30 06:38:44.097,2018-05-30 06:40:55.979,3213,Van Vorst Park,40.71848892,-74.047726625,3186,Grove St PATH,40.71958611647166,-74.0431174635887,33609,Subscriber,1974,2,5,30
276,2018-03-05 22:12:48.191,2018-03-05 22:17:25.023,3214,Essex Light Rail,40.712774200000005,-74.03648570000001,3185,City Hall,40.717732500000004,-74.04384499999999,26237,Subscriber,1966,1,3,5
166,2018-09-13 10:05:34.781,2018-09-13 10:08:21.446,3187,Warren St,40.721123600000006,-74.03805095,3183,Exchange Place,40.7162469,-74.0334588,29231,Subscriber,1987,1,9,13
695,2018-05-08 12:43:38.907,2018-05-08 12:55:14.891,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,33618,Subscriber,1987,2,5,8
334,2018-09-01 19:26:40.435,2018-09-01 19:32:14.548,3281,Leonard Gordon Park,40.74590996631558,-74.05727148056029,3201,Dey St,40.737711,-74.066921,29572,Subscriber,1993,1,9,1
159,2018-02-04 08:24:30.568,2018-02-04 08:27:10.241,3186,Grove St PATH,40.71958611647166,-74.0431174635887,3279,Dixon Mills,40.72163014263835,-74.04996782541275,31816,Subscriber,1987,1,2,4
335,2018-07-09 09:10:15.549,2018-07-09 09:15:50.928,3639,Harborside,40.71925170000001,-74.034234,3202,Newport PATH,40.7272235,-74.03375890000001,29296,Subscriber,1991,1,7,9
489,2018-06-26 16:44:58.299,2018-06-26 16:53:08.188,3183,Exchange Place,40.7162469,-74.0334588,3203,Hamilton Park,40.727595965999996,-74.044247311,26186,Subscriber,1956,1,6,26
394,2018-08-24 21:35:47.246,2018-08-24 21:42:22.023,3206,Hilltop,40.7311689,-74.0575736,3278,Monmouth and 6th,40.72568548362901,-74.0487903356552,26166,Customer,1969,0,8,24
202,2018-10-15 08:18:36.559,2018-10-15 08:21:59.251,3279,Dixon Mills,40.72163014263835,-74.04996782541275,3186,Grove St PATH,40.71958611647166,-74.0431174635887,29519,Subscriber,1981,1,10,15
209,2018-10-05 08:49:12.795,2018-10-05 08:52:42.619,3209,Brunswick St,40.7241765,-74.05065640000001,3186,Grove St PATH,40.71958611647166,-74.0431174635887,29260,Subscriber,1981,2,10,5
1582,2018-07-01 19:07:08.250,2018-07-01 19:33:30.523,3280,Astor Place,40.71928220070703,-74.07126188278198,3213,Van Vorst Park,40.71848892,-74.047726625,33556,Subscriber,1983,1,7,1
192,2018-10-21 14:05:06.991,2018-10-21 14:08:19.544,3481,York St,40.71649,-74.04105,3183,Exchange Place,40.7162469,-74.0334588,29308,Subscriber,1968,1,10,21
213,2018-10-30 17:30:01.728,2018-10-30 17:33:35.012,3203,Hamilton Park,40.727595965999996,-74.044247311,3211,Newark Ave,40.72152515,-74.046304543,33840,Subscriber,1989,2,10,30
373,2018-05-31 20:59:06.124,2018-05-31 21:05:19.811,3195,Sip Ave,40.730742625306576,-74.06378388404845,3206,Hilltop,40.7311689,-74.0575736,29617,Subscriber,1988,1,5,31
266,2018-12-15 20:37:31.474,2018-12-15 20:41:58.359,3186,Grove St PATH,40.71958611647166,-74.0431174635887,3203,Hamilton Park,40.727595965999996,-74.044247311,29254,Subscriber,1956,2,12,15
1321,2018-08-01 19:22:37.110,2018-08-01 19:44:39.098,3638,Washington St,40.7242941,-74.0354826,3201,Dey St,40.737711,-74.066921,26230,Subscriber,1982,1,8,1
226,2018-10-17 07:16:38.588,2018-10-17 07:20:24.890,3483,Montgomery St,40.71942,-74.05099,3186,Grove St PATH,40.71958611647166,-74.0431174635887,26220,Subscriber,1977,2,10,17
954,2018-08-19 20:54:19.332,2018-08-19 21:10:14.118,3639,Harborside,40.71925170000001,-74.034234,3192,Liberty Light Rail,40.711242299999995,-74.0557013,30842,Subscriber,1950,1,8,19
562,2018-11-08 07:07:01.410,2018-11-08 07:16:24.353,3198,Heights Elevator,40.748715945380226,-74.04044330120088,3212,Christ Hospital,40.734785818,-74.050443636,29495,Subscriber,1986,1,11,8
155,2018-11-12 17:32:32.707,2018-11-12 17:35:07.805,3639,Harborside,40.71925170000001,-74.034234,3183,Exchange Place,40.7162469,-74.0334588,29490,Subscriber,1989,1,11,12
190,2018-03-05 19:04:34.114,2018-03-05 19:07:44.789,3186,Grove St PATH,40.71958611647166,-74.0431174635887,3272,Jersey & 3rd,40.723331586464354,-74.04595255851744,29276,Subscriber,1978,1,3,5
591,2018-10-27 19:17:52.418,2018-10-27 19:27:44.160,3213,Van Vorst Park,40.71848892,-74.047726625,3483,Montgomery St,40.71942,-74.05099,29228,Subscriber,1982,1,10,27
553,2018-10-23 16:25:03.727,2018-10-23 16:34:17.496,3220,5 Corners Library,40.73496102000952,-74.05950307846071,3187,Warren St,40.721123600000006,-74.03805095,29216,Customer,1981,1,10,23
368,2018-09-13 18:38:31.093,2018-09-13 18:44:39.564,3269,Brunswick & 6th,40.726011729646245,-74.0503889322281,3638,Washington St,40.7242941,-74.0354826,26263,Subscriber,1990,1,9,13
637,2018-07-14 00:10:12.240,2018-07-14 00:20:49.310,3272,Jersey & 3rd,40.723331586464354,-74.04595255851744,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,26169,Subscriber,1987,1,7,14
306,2018-11-26 08:04:44.053,2018-11-26 08:09:50.948,3203,Hamilton Park,40.727595965999996,-74.044247311,3186,Grove St PATH,40.71958611647166,-74.0431174635887,29441,Subscriber,1984,1,11,26
227,2018-01-18 07:59:31.663,2018-01-18 08:03:19.191,3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,3186,Grove St PATH,40.71958611647166,-74.0431174635887,31713,Subscriber,1968,1,1,18
6664,2018-06-24 10:07:39.522,2018-06-24 11:58:44.313,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3213,Van Vorst Park,40.71848892,-74.047726625,29620,Customer,1969,0,6,24
699,2018-10-09 10:52:46.287,2018-10-09 11:04:25.590,3195,Sip Ave,40.730742625306576,-74.06378388404845,3280,Astor Place,40.71928220070703,-74.07126188278198,29215,Subscriber,1976,1,10,9
207,2018-04-21 12:42:08.456,2018-04-21 12:45:36.427,3184,Paulus Hook,40.7141454,-74.0335519,3267,Morris Canal,40.7124188237569,-74.03852552175522,31828,Subscriber,1960,1,4,21
257,2018-08-09 19:43:06.697,2018-08-09 19:47:24.180,3186,Grove St PATH,40.71958611647166,-74.0431174635887,3278,Monmouth and 6th,40.72568548362901,-74.0487903356552,29678,Subscriber,1993,1,8,9
743,2018-05-17 17:37:44.111,2018-05-17 17:50:07.496,3639,Harborside,40.71925170000001,-74.034234,3192,Liberty Light Rail,40.711242299999995,-74.0557013,29628,Customer,1969,0,5,17
269,2018-07-08 13:39:30.206,2018-07-08 13:43:59.251,3639,Harborside,40.71925170000001,-74.034234,3202,Newport PATH,40.7272235,-74.03375890000001,29585,Subscriber,1990,1,7,8
282,2018-10-15 21:09:07.973,2018-10-15 21:13:50.327,3267,Morris Canal,40.7124188237569,-74.03852552175522,3275,Columbus Drive,40.71835519823214,-74.03891444206238,33814,Subscriber,1960,1,10,15
1061,2018-03-18 10:18:27.476,2018-03-18 10:36:08.486,3190,Garfield Ave Station,40.7104670233797,-74.07003879547119,3183,Exchange Place,40.7162469,-74.0334588,31861,Subscriber,1986,1,3,18
313,2018-09-27 08:00:01.310,2018-09-27 08:05:14.557,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,3186,Grove St PATH,40.71958611647166,-74.0431174635887,33662,Subscriber,1986,1,9,27
493,2018-04-18 08:22:06.717,2018-04-18 08:30:20.685,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3183,Exchange Place,40.7162469,-74.0334588,26281,Subscriber,1986,1,4,18
